hs6,io185_name,io52_idx,io52_name
071410,Cassava,1,FoodCrops
071420,SweetPotato,1,FoodCrops
071430,OthTubers,1,FoodCrops
071440,OthTubers,1,FoodCrops
071450,OthTubers,1,FoodCrops
071490,OthTubers,1,FoodCrops
080111,Coconut,3,Estates
080112,Coconut,3,Estates
080119,Coconut,3,Estates
080131,Cashew,3,Estates
080132,VegFruitProc,12,FoodMan
080211,OthPlantaton,3,Estates
080212,VegFruitProc,12,FoodMan
080222,VegFruitProc,12,FoodMan
080231,OthPlantaton,3,Estates
080232,VegFruitProc,12,FoodMan
080251,OthPlantaton,3,Estates
080261,OthPlantaton,3,Estates
080262,VegFruitProc,12,FoodMan
080270,PlantBiophrm,2,HortiCrops
080280,PlantBiophrm,2,HortiCrops
080290,OthPlantaton,3,Estates
080310,Fruits,2,HortiCrops
080390,Fruits,2,HortiCrops
080410,Fruits,2,HortiCrops
080420,Fruits,2,HortiCrops
080430,Fruits,2,HortiCrops
080440,Fruits,2,HortiCrops
080450,Fruits,2,HortiCrops
080510,Fruits,2,HortiCrops
080540,Fruits,2,HortiCrops
080550,Fruits,2,HortiCrops
080590,Fruits,2,HortiCrops
080711,Fruits,2,HortiCrops
080719,Fruits,2,HortiCrops
080720,Fruits,2,HortiCrops
080810,Fruits,2,HortiCrops
080929,Fruits,2,HortiCrops
080940,Fruits,2,HortiCrops
081010,Fruits,2,HortiCrops
081060,Fruits,2,HortiCrops
081090,Fruits,2,HortiCrops
081110,VegFruitProc,12,FoodMan
081120,VegFruitProc,12,FoodMan
081190,VegFruitProc,12,FoodMan
081290,VegFruitProc,12,FoodMan
081330,VegFruitProc,12,FoodMan
081340,VegFruitProc,12,FoodMan
081350,VegFruitProc,12,FoodMan
090111,Coffee,3,Estates
090112,CoffeeProc,12,FoodMan
090121,CoffeeProc,12,FoodMan
090122,CoffeeProc,12,FoodMan
090190,Coffee,3,Estates
090210,Tea,3,Estates
090220,Tea,3,Estates
090230,TeaProc,12,FoodMan
090240,TeaProc,12,FoodMan
090300,Tea,3,Estates
090411,OthPlantaton,3,Estates
090412,OthFood,12,FoodMan
090421,Vegetables,2,HortiCrops
090422,OthFood,12,FoodMan
090510,OthPlantaton,3,Estates
090520,OthFood,12,FoodMan
090611,OthPlantaton,3,Estates
090619,OthPlantaton,3,Estates
090620,OthFood,12,FoodMan
090710,Clove,3,Estates
090720,OthFood,12,FoodMan
090811,OthPlantaton,3,Estates
090812,OthFood,12,FoodMan
090821,OthPlantaton,3,Estates
090822,OthFood,12,FoodMan
090831,OthPlantaton,3,Estates
090832,OthFood,12,FoodMan
090921,PlantBiophrm,2,HortiCrops
090922,OthFood,12,FoodMan
090931,PlantBiophrm,2,HortiCrops
090932,OthFood,12,FoodMan
090961,PlantBiophrm,2,HortiCrops
090962,OthFood,12,FoodMan
091011,PlantBiophrm,2,HortiCrops
091012,OthFood,12,FoodMan
091020,PlantBiophrm,2,HortiCrops
091030,PlantBiophrm,2,HortiCrops
091091,PlantBiophrm,2,HortiCrops
091099,PlantBiophrm,2,HortiCrops
100119,OthGrains,1,FoodCrops
100199,OthGrains,1,FoodCrops
100510,Corn,1,FoodCrops
100590,Corn,1,FoodCrops
100610,Rice,1,FoodCrops
100620,OthFlour,12,FoodMan
100630,RiceMilling,12,FoodMan
100640,RiceMilling,12,FoodMan
100830,OthGrains,1,FoodCrops
100890,OthGrains,1,FoodCrops
110100,OthFlour,12,FoodMan
110220,OthFlour,12,FoodMan
110290,OthFlour,12,FoodMan
110313,OthFlour,12,FoodMan
110319,OthFlour,12,FoodMan
110320,OthFlour,12,FoodMan
110412,OthFlour,12,FoodMan
110419,OthFlour,12,FoodMan
110423,OthFlour,12,FoodMan
110429,OthFlour,12,FoodMan
110430,OthFlour,12,FoodMan
110510,VegFruitProc,12,FoodMan
110520,VegFruitProc,12,FoodMan
110610,OthFlour,12,FoodMan
110620,OthFlour,12,FoodMan
110630,OthFlour,12,FoodMan
110811,WheatFlour,12,FoodMan
110812,WheatFlour,12,FoodMan
110813,WheatFlour,12,FoodMan
110814,WheatFlour,12,FoodMan
110819,WheatFlour,12,FoodMan
110820,WheatFlour,12,FoodMan
120110,Soy,1,FoodCrops
120190,Soy,1,FoodCrops
120230,Peanuts,1,FoodCrops
120241,Peanuts,1,FoodCrops
120242,VegFruitProc,12,FoodMan
120300,Coconut,3,Estates
120400,PlantFiber,3,Estates
120510,OthGrains,1,FoodCrops
120710,PalmOil,3,Estates
120729,PlantFiber,3,Estates
120730,Coconut,3,Estates
120740,OthGrains,1,FoodCrops
120799,PalmOil,3,Estates
120810,OthFlour,12,FoodMan
120890,OthFlour,12,FoodMan
120910,Vegetables,2,HortiCrops
120921,Vegetables,2,HortiCrops
120929,Vegetables,2,HortiCrops
120930,DecorPlants,2,HortiCrops
120991,Vegetables,2,HortiCrops
120999,Fruits,2,HortiCrops
121120,PlantBiophrm,2,HortiCrops
121190,BasChemicals,20,Chemical
121221,Seaweed,7,Fishery
121229,Seaweed,7,Fishery
121291,Vegetables,2,HortiCrops
121293,Cane,3,Estates
121299,Seaweed,7,Fishery
121300,OthGrains,1,FoodCrops
121410,AnimalFeed,12,FoodMan
121490,Corn,1,FoodCrops
130120,OthForestPrd,6,Forestry
130190,OthForestPrd,6,Forestry
130219,OthFood,12,FoodMan
130220,OthFood,12,FoodMan
130231,OthFood,12,FoodMan
130232,OthFood,12,FoodMan
130239,OthFood,12,FoodMan
140110,OthForestPrd,6,Forestry
140190,OthForestPrd,6,Forestry
140420,EdibleOils,12,FoodMan
140490,OthForestPrd,6,Forestry
150300,EdibleOils,12,FoodMan
150410,EdibleOils,12,FoodMan
150420,EdibleOils,12,FoodMan
150500,EdibleOils,12,FoodMan
150600,Abattoir,12,FoodMan
150710,EdibleOils,12,FoodMan
150790,EdibleOils,12,FoodMan
150810,EdibleOils,12,FoodMan
150910,EdibleOils,12,FoodMan
150990,EdibleOils,12,FoodMan
151000,EdibleOils,12,FoodMan
151110,EdibleOils,12,FoodMan
151190,EdibleOils,12,FoodMan
151221,EdibleOils,12,FoodMan
151311,Copra,12,FoodMan
151319,Copra,12,FoodMan
151321,EdibleOils,12,FoodMan
151329,EdibleOils,12,FoodMan
151419,EdibleOils,12,FoodMan
151519,EdibleOils,12,FoodMan
151529,EdibleOils,12,FoodMan
151550,EdibleOils,12,FoodMan
151590,EdibleOils,12,FoodMan
151620,EdibleOils,12,FoodMan
151710,EdibleOils,12,FoodMan
151790,EdibleOils,12,FoodMan
151800,OthChemPrd,20,Chemical
152000,OthChemPrd,20,Chemical
152110,EdibleOils,12,FoodMan
152200,EdibleOils,12,FoodMan
160100,Abattoir,12,FoodMan
160210,Abattoir,12,FoodMan
160231,Abattoir,12,FoodMan
160232,Abattoir,12,FoodMan
160249,Abattoir,12,FoodMan
160250,Abattoir,12,FoodMan
160290,OthFood,12,FoodMan
160300,OthFood,12,FoodMan
160411,FishProcess,12,FoodMan
160413,FishProcess,12,FoodMan
160414,FishProcess,12,FoodMan
160415,FishProcess,12,FoodMan
160416,FishProcess,12,FoodMan
160417,FishProcess,12,FoodMan
160419,FishProcess,12,FoodMan
160420,OthFood,12,FoodMan
160432,FishProcess,12,FoodMan
160510,DriedFish,12,FoodMan
160521,DriedFish,12,FoodMan
160529,DriedFish,12,FoodMan
160530,DriedFish,12,FoodMan
160540,DriedFish,12,FoodMan
160552,FishProcess,12,FoodMan
160554,FishProcess,12,FoodMan
160555,FishProcess,12,FoodMan
160556,FishProcess,12,FoodMan
160557,FishProcess,12,FoodMan
160558,FishProcess,12,FoodMan
160559,FishProcess,12,FoodMan
160561,FishProcess,12,FoodMan
160563,FishProcess,12,FoodMan
160569,FishProcess,12,FoodMan
170112,Sugar,12,FoodMan
170113,Sugar,12,FoodMan
170114,Sugar,12,FoodMan
170191,Sugar,12,FoodMan
170199,Sugar,12,FoodMan
170211,OthFlour,12,FoodMan
170219,OthFlour,12,FoodMan
170220,Sugar,12,FoodMan
170230,OthFlour,12,FoodMan
170240,OthFlour,12,FoodMan
170250,OthFlour,12,FoodMan
170260,OthFlour,12,FoodMan
170290,OthFlour,12,FoodMan
170310,Sugar,12,FoodMan
170390,Sugar,12,FoodMan
170410,Confectionry,12,FoodMan
170490,Confectionry,12,FoodMan
180100,Cocoa,3,Estates
180200,Cocoa,3,Estates
180310,Confectionry,12,FoodMan
180320,Confectionry,12,FoodMan
180400,Confectionry,12,FoodMan
180500,Confectionry,12,FoodMan
180610,Confectionry,12,FoodMan
180620,Confectionry,12,FoodMan
180631,Confectionry,12,FoodMan
180632,Confectionry,12,FoodMan
180690,Confectionry,12,FoodMan
190110,OthFood,12,FoodMan
190120,OthFlour,12,FoodMan
190190,OthFood,12,FoodMan
190211,PastaNoodle,12,FoodMan
190219,PastaNoodle,12,FoodMan
190220,PastaNoodle,12,FoodMan
190230,PastaNoodle,12,FoodMan
190300,OthFlour,12,FoodMan
190410,OthFlour,12,FoodMan
190420,OthFlour,12,FoodMan
190430,OthFlour,12,FoodMan
190490,OthFlour,12,FoodMan
190510,BreadBiscuit,12,FoodMan
190520,BreadBiscuit,12,FoodMan
190531,BreadBiscuit,12,FoodMan
190532,BreadBiscuit,12,FoodMan
190540,BreadBiscuit,12,FoodMan
190590,BreadBiscuit,12,FoodMan
200110,VegFruitProc,12,FoodMan
200190,VegFruitProc,12,FoodMan
200210,VegFruitProc,12,FoodMan
200290,VegFruitProc,12,FoodMan
200310,VegFruitProc,12,FoodMan
200390,VegFruitProc,12,FoodMan
200410,VegFruitProc,12,FoodMan
200490,OthFood,12,FoodMan
200510,OthFood,12,FoodMan
200520,VegFruitProc,12,FoodMan
200551,VegFruitProc,12,FoodMan
200559,VegFruitProc,12,FoodMan
200580,VegFruitProc,12,FoodMan
200599,VegFruitProc,12,FoodMan
200600,Confectionry,12,FoodMan
200710,OthFood,12,FoodMan
200791,VegFruitProc,12,FoodMan
200799,VegFruitProc,12,FoodMan
200811,VegFruitProc,12,FoodMan
200819,VegFruitProc,12,FoodMan
200820,VegFruitProc,12,FoodMan
200830,VegFruitProc,12,FoodMan
200880,VegFruitProc,12,FoodMan
200891,VegFruitProc,12,FoodMan
200897,VegFruitProc,12,FoodMan
200899,VegFruitProc,12,FoodMan
200911,VegFruitProc,12,FoodMan
200912,VegFruitProc,12,FoodMan
200919,VegFruitProc,12,FoodMan
200929,VegFruitProc,12,FoodMan
200941,VegFruitProc,12,FoodMan
200949,VegFruitProc,12,FoodMan
200969,VegFruitProc,12,FoodMan
200979,VegFruitProc,12,FoodMan
200981,VegFruitProc,12,FoodMan
200989,VegFruitProc,12,FoodMan
200990,VegFruitProc,12,FoodMan
210111,CoffeeProc,12,FoodMan
210112,CoffeeProc,12,FoodMan
210120,TeaProc,12,FoodMan
210130,CoffeeProc,12,FoodMan
210210,OthFood,12,FoodMan
210220,OthFood,12,FoodMan
210230,OthFood,12,FoodMan
210310,SoyProcessed,12,FoodMan
210320,SoyProcessed,12,FoodMan
210330,SoyProcessed,12,FoodMan
210390,SoyProcessed,12,FoodMan
210410,OthFood,12,FoodMan
210420,OthFood,12,FoodMan
210500,DairyPrd,12,FoodMan
210610,OthFood,12,FoodMan
210690,OthFood,12,FoodMan
220110,NonAlcoBev,12,FoodMan
220190,GasDist,29,CityGas
220210,NonAlcoBev,12,FoodMan
220299,NonAlcoBev,12,FoodMan
220300,AlcoBeverage,12,FoodMan
220410,AlcoBeverage,12,FoodMan
220421,AlcoBeverage,12,FoodMan
220429,AlcoBeverage,12,FoodMan
220430,AlcoBeverage,12,FoodMan
220600,AlcoBeverage,12,FoodMan
220710,AlcoBeverage,12,FoodMan
220720,BasChemicals,20,Chemical
220820,AlcoBeverage,12,FoodMan
220830,AlcoBeverage,12,FoodMan
220840,AlcoBeverage,12,FoodMan
220850,AlcoBeverage,12,FoodMan
220860,AlcoBeverage,12,FoodMan
220890,AlcoBeverage,12,FoodMan
220900,OthFood,12,FoodMan
230110,Abattoir,12,FoodMan
230120,FishProcess,12,FoodMan
230210,WheatFlour,12,FoodMan
230230,WheatFlour,12,FoodMan
230240,WheatFlour,12,FoodMan
230310,OthFlour,12,FoodMan
230320,Sugar,12,FoodMan
230330,AlcoBeverage,12,FoodMan
230400,EdibleOils,12,FoodMan
230610,EdibleOils,12,FoodMan
230650,EdibleOils,12,FoodMan
230660,EdibleOils,12,FoodMan
230690,EdibleOils,12,FoodMan
230800,WheatFlour,12,FoodMan
230910,AnimalFeed,12,FoodMan
230990,AnimalFeed,12,FoodMan
240110,Tobacco,3,Estates
240120,TobaccoPrd,13,Tobacco
240130,Tobacco,3,Estates
240210,Cigarettes,13,Tobacco
240220,Cigarettes,13,Tobacco
240290,Cigarettes,13,Tobacco
240311,TobaccoPrd,13,Tobacco
240319,TobaccoPrd,13,Tobacco
240391,TobaccoPrd,13,Tobacco
240399,TobaccoPrd,13,Tobacco
250100,OthFood,12,FoodMan
250300,BasChemicals,20,Chemical
250490,GalianPrd,10,IronOre
250590,GalianPrd,10,IronOre
250700,GalianPrd,10,IronOre
250810,NonMetlMinrl,11,OtherMine
250900,GalianPrd,10,IronOre
251110,GalianPrd,10,IronOre
251310,GalianPrd,10,IronOre
251320,GalianPrd,10,IronOre
251400,GalianPrd,10,IronOre
251512,GalianPrd,10,IronOre
251520,GalianPrd,10,IronOre
251620,GalianPrd,10,IronOre
251690,GalianPrd,10,IronOre
251710,GalianPrd,10,IronOre
251730,GalianPrd,10,IronOre
251741,GalianPrd,10,IronOre
251749,GalianPrd,10,IronOre
251810,GalianPrd,10,IronOre
251820,OthNMmetlPrd,18,NonMetalProd
252010,GalianPrd,10,IronOre
252020,BasChemicals,20,Chemical
252100,GalianPrd,10,IronOre
252210,GalianPrd,10,IronOre
252220,GalianPrd,10,IronOre
252230,GalianPrd,10,IronOre
252310,Cement,18,NonMetalProd
252321,Cement,18,NonMetalProd
252329,Cement,18,NonMetalProd
252390,Cement,18,NonMetalProd
252490,GalianPrd,10,IronOre
252530,GalianPrd,10,IronOre
252620,GalianPrd,10,IronOre
252910,CoarseSalt,11,OtherMine
253020,GalianPrd,10,IronOre
253090,NonMetlMinrl,11,OtherMine
260111,IronOre,10,IronOre
260300,CopperOre,10,IronOre
260700,OthMetalMine,10,IronOre
260800,OthMetalMine,10,IronOre
261100,OthMetalMine,10,IronOre
261310,OthMetalMine,10,IronOre
261510,OthMetalMine,10,IronOre
261800,WasteManage,30,WasteMan
261900,WasteManage,30,WasteMan
262011,WasteManage,30,WasteMan
262019,WasteManage,30,WasteMan
262021,WasteManage,30,WasteMan
262030,WasteManage,30,WasteMan
262040,WasteManage,30,WasteMan
262060,WasteManage,30,WasteMan
262091,WasteManage,30,WasteMan
262110,WasteManage,30,WasteMan
262190,WasteManage,30,WasteMan
270112,CoalLignite,8,Coal
270119,CoalLignite,8,Coal
270120,OthNMmetlPrd,18,NonMetalProd
270210,CoalLignite,8,Coal
270600,OthNMmetlPrd,18,NonMetalProd
270710,BasChemicals,20,Chemical
270740,BasChemicals,20,Chemical
270750,BasChemicals,20,Chemical
270799,BasChemicals,20,Chemical
270900,CrudeOil,9,OilGasGeo
271012,OilAndGasRef,19,CoalOilMan
271019,OilAndGasRef,19,CoalOilMan
271020,OilAndGasRef,19,CoalOilMan
271099,WasteManage,30,WasteMan
271111,OilAndGasRef,19,CoalOilMan
271112,OilAndGasRef,19,CoalOilMan
271113,OilAndGasRef,19,CoalOilMan
271114,OilAndGasRef,19,CoalOilMan
271119,OilAndGasRef,19,CoalOilMan
271121,NaturalGas,9,OilGasGeo
271129,OilAndGasRef,19,CoalOilMan
271210,OilAndGasRef,19,CoalOilMan
271220,OilAndGasRef,19,CoalOilMan
271290,OilAndGasRef,19,CoalOilMan
271311,OilAndGasRef,19,CoalOilMan
271312,OilAndGasRef,19,CoalOilMan
271320,OilAndGasRef,19,CoalOilMan
271390,OilAndGasRef,19,CoalOilMan
271410,CrudeOil,9,OilGasGeo
271490,GalianPrd,10,IronOre
271500,OthNMmetlPrd,18,NonMetalProd
280110,BasChemicals,20,Chemical
280120,BasChemicals,20,Chemical
280200,BasChemicals,20,Chemical
280300,BasChemicals,20,Chemical
280410,BasChemicals,20,Chemical
280421,BasChemicals,20,Chemical
280429,BasChemicals,20,Chemical
280430,BasChemicals,20,Chemical
280440,BasChemicals,20,Chemical
280461,BasChemicals,20,Chemical
280469,BasChemicals,20,Chemical
280470,BasChemicals,20,Chemical
280511,BasChemicals,20,Chemical
280512,BasChemicals,20,Chemical
280519,BasChemicals,20,Chemical
280540,BasChemicals,20,Chemical
280610,BasChemicals,20,Chemical
280700,BasChemicals,20,Chemical
280800,BasChemicals,20,Chemical
280920,BasChemicals,20,Chemical
281000,BasChemicals,20,Chemical
281119,BasChemicals,20,Chemical
281121,BasChemicals,20,Chemical
281122,BasChemicals,20,Chemical
281129,BasChemicals,20,Chemical
281290,BasChemicals,20,Chemical
281310,BasChemicals,20,Chemical
281410,Fertilizer,20,Chemical
281420,Fertilizer,20,Chemical
281511,BasChemicals,20,Chemical
281512,BasChemicals,20,Chemical
281530,BasChemicals,20,Chemical
281700,BasChemicals,20,Chemical
281810,OthNMmetlPrd,18,NonMetalProd
281820,NonFerrMetal,22,BasicMetal
281830,BasChemicals,20,Chemical
282010,BasChemicals,20,Chemical
282090,Pharmaceutcl,20,Chemical
282110,BasChemicals,20,Chemical
282120,BasChemicals,20,Chemical
282200,BasChemicals,20,Chemical
282300,BasChemicals,20,Chemical
282510,BasChemicals,20,Chemical
282550,BasChemicals,20,Chemical
282570,BasChemicals,20,Chemical
282590,BasChemicals,20,Chemical
282612,BasChemicals,20,Chemical
282619,BasChemicals,20,Chemical
282710,BasChemicals,20,Chemical
282720,BasChemicals,20,Chemical
282731,BasChemicals,20,Chemical
282732,BasChemicals,20,Chemical
282739,BasChemicals,20,Chemical
282749,BasChemicals,20,Chemical
282751,BasChemicals,20,Chemical
282759,BasChemicals,20,Chemical
282760,BasChemicals,20,Chemical
282810,BasChemicals,20,Chemical
282890,BasChemicals,20,Chemical
282911,BasChemicals,20,Chemical
282990,BasChemicals,20,Chemical
283010,BasChemicals,20,Chemical
283090,BasChemicals,20,Chemical
283110,BasChemicals,20,Chemical
283210,BasChemicals,20,Chemical
283220,BasChemicals,20,Chemical
283230,BasChemicals,20,Chemical
283311,BasChemicals,20,Chemical
283319,BasChemicals,20,Chemical
283321,BasChemicals,20,Chemical
283322,BasChemicals,20,Chemical
283325,BasChemicals,20,Chemical
283327,BasChemicals,20,Chemical
283329,BasChemicals,20,Chemical
283340,BasChemicals,20,Chemical
283421,BasChemicals,20,Chemical
283510,BasChemicals,20,Chemical
283522,BasChemicals,20,Chemical
283524,Pharmaceutcl,20,Chemical
283525,BasChemicals,20,Chemical
283526,BasChemicals,20,Chemical
283529,BasChemicals,20,Chemical
283531,BasChemicals,20,Chemical
283539,BasChemicals,20,Chemical
283620,BasChemicals,20,Chemical
283630,Pharmaceutcl,20,Chemical
283650,BasChemicals,20,Chemical
283699,BasChemicals,20,Chemical
283919,BasChemicals,20,Chemical
283990,BasChemicals,20,Chemical
284011,BasChemicals,20,Chemical
284019,BasChemicals,20,Chemical
284020,BasChemicals,20,Chemical
284210,BasChemicals,20,Chemical
284310,BasChemicals,20,Chemical
284329,BasChemicals,20,Chemical
284330,BasChemicals,20,Chemical
284410,BasChemicals,20,Chemical
284440,BasChemicals,20,Chemical
284700,BasChemicals,20,Chemical
284910,BasChemicals,20,Chemical
284920,BasChemicals,20,Chemical
284990,BasChemicals,20,Chemical
285210,BasChemicals,20,Chemical
285390,BasChemicals,20,Chemical
290110,BasChemicals,20,Chemical
290121,BasChemicals,20,Chemical
290122,BasChemicals,20,Chemical
290123,BasChemicals,20,Chemical
290124,BasChemicals,20,Chemical
290129,BasChemicals,20,Chemical
290219,BasChemicals,20,Chemical
290220,BasChemicals,20,Chemical
290243,BasChemicals,20,Chemical
290244,BasChemicals,20,Chemical
290250,BasChemicals,20,Chemical
290290,BasChemicals,20,Chemical
290311,BasChemicals,20,Chemical
290315,BasChemicals,20,Chemical
290321,BasChemicals,20,Chemical
290329,BasChemicals,20,Chemical
290339,BasChemicals,20,Chemical
290375,BasChemicals,20,Chemical
290410,BasChemicals,20,Chemical
290499,BasChemicals,20,Chemical
290511,BasChemicals,20,Chemical
290512,BasChemicals,20,Chemical
290513,BasChemicals,20,Chemical
290514,BasChemicals,20,Chemical
290516,BasChemicals,20,Chemical
290517,BasChemicals,20,Chemical
290519,BasChemicals,20,Chemical
290522,BasChemicals,20,Chemical
290529,BasChemicals,20,Chemical
290531,BasChemicals,20,Chemical
290532,BasChemicals,20,Chemical
290539,BasChemicals,20,Chemical
290543,BasChemicals,20,Chemical
290544,BasChemicals,20,Chemical
290545,BasChemicals,20,Chemical
290549,BasChemicals,20,Chemical
290559,BasChemicals,20,Chemical
290611,BasChemicals,20,Chemical
290612,BasChemicals,20,Chemical
290613,BasChemicals,20,Chemical
290619,BasChemicals,20,Chemical
290621,BasChemicals,20,Chemical
290629,BasChemicals,20,Chemical
290711,BasChemicals,20,Chemical
290712,BasChemicals,20,Chemical
290713,BasChemicals,20,Chemical
290719,BasChemicals,20,Chemical
290721,BasChemicals,20,Chemical
290723,BasChemicals,20,Chemical
290729,BasChemicals,20,Chemical
290819,BasChemicals,20,Chemical
290899,BasChemicals,20,Chemical
290920,BasChemicals,20,Chemical
290930,BasChemicals,20,Chemical
290941,BasChemicals,20,Chemical
290943,BasChemicals,20,Chemical
290949,BasChemicals,20,Chemical
290950,BasChemicals,20,Chemical
290960,BasChemicals,20,Chemical
291010,BasChemicals,20,Chemical
291030,BasChemicals,20,Chemical
291090,BasChemicals,20,Chemical
291100,BasChemicals,20,Chemical
291211,BasChemicals,20,Chemical
291212,BasChemicals,20,Chemical
291219,BasChemicals,20,Chemical
291221,BasChemicals,20,Chemical
291229,BasChemicals,20,Chemical
291241,BasChemicals,20,Chemical
291242,BasChemicals,20,Chemical
291249,BasChemicals,20,Chemical
291250,BasChemicals,20,Chemical
291260,BasChemicals,20,Chemical
291419,BasChemicals,20,Chemical
291422,BasChemicals,20,Chemical
291423,BasChemicals,20,Chemical
291429,Pharmaceutcl,20,Chemical
291439,BasChemicals,20,Chemical
291440,BasChemicals,20,Chemical
291450,BasChemicals,20,Chemical
291469,BasChemicals,20,Chemical
291479,BasChemicals,20,Chemical
291511,BasChemicals,20,Chemical
291512,BasChemicals,20,Chemical
291513,BasChemicals,20,Chemical
291521,BasChemicals,20,Chemical
291529,BasChemicals,20,Chemical
291531,BasChemicals,20,Chemical
291532,BasChemicals,20,Chemical
291533,BasChemicals,20,Chemical
291539,BasChemicals,20,Chemical
291550,BasChemicals,20,Chemical
291560,BasChemicals,20,Chemical
291570,BasChemicals,20,Chemical
291590,BasChemicals,20,Chemical
291611,BasChemicals,20,Chemical
291612,BasChemicals,20,Chemical
291613,BasChemicals,20,Chemical
291614,BasChemicals,20,Chemical
291615,BasChemicals,20,Chemical
291619,BasChemicals,20,Chemical
291620,BasChemicals,20,Chemical
291631,BasChemicals,20,Chemical
291632,BasChemicals,20,Chemical
291639,BasChemicals,20,Chemical
291711,BasChemicals,20,Chemical
291712,BasChemicals,20,Chemical
291714,BasChemicals,20,Chemical
291719,BasChemicals,20,Chemical
291720,BasChemicals,20,Chemical
291732,BasChemicals,20,Chemical
291734,BasChemicals,20,Chemical
291735,BasChemicals,20,Chemical
291736,BasChemicals,20,Chemical
291739,BasChemicals,20,Chemical
291811,BasChemicals,20,Chemical
291814,BasChemicals,20,Chemical
291815,BasChemicals,20,Chemical
291816,TradMedicine,20,Chemical
291819,BasChemicals,20,Chemical
291823,BasChemicals,20,Chemical
291829,BasChemicals,20,Chemical
291830,BasChemicals,20,Chemical
291899,BasChemicals,20,Chemical
292019,BasChemicals,20,Chemical
292090,BasChemicals,20,Chemical
292111,BasChemicals,20,Chemical
292119,BasChemicals,20,Chemical
292121,BasChemicals,20,Chemical
292129,BasChemicals,20,Chemical
292130,BasChemicals,20,Chemical
292149,BasChemicals,20,Chemical
292151,BasChemicals,20,Chemical
292212,BasChemicals,20,Chemical
292219,BasChemicals,20,Chemical
292221,BasChemicals,20,Chemical
292241,BasChemicals,20,Chemical
292242,BasChemicals,20,Chemical
292249,BasChemicals,20,Chemical
292250,BasChemicals,20,Chemical
292310,BasChemicals,20,Chemical
292320,BasChemicals,20,Chemical
292390,BasChemicals,20,Chemical
292412,BasChemicals,20,Chemical
292419,BasChemicals,20,Chemical
292429,BasChemicals,20,Chemical
292511,BasChemicals,20,Chemical
292519,BasChemicals,20,Chemical
292529,BasChemicals,20,Chemical
292620,BasChemicals,20,Chemical
292690,BasChemicals,20,Chemical
292700,BasChemicals,20,Chemical
292800,BasChemicals,20,Chemical
292910,BasChemicals,20,Chemical
292990,BasChemicals,20,Chemical
293020,BasChemicals,20,Chemical
293040,BasChemicals,20,Chemical
293090,BasChemicals,20,Chemical
293190,BasChemicals,20,Chemical
293212,BasChemicals,20,Chemical
293213,BasChemicals,20,Chemical
293219,BasChemicals,20,Chemical
293220,BasChemicals,20,Chemical
293299,BasChemicals,20,Chemical
293311,BasChemicals,20,Chemical
293319,BasChemicals,20,Chemical
293321,BasChemicals,20,Chemical
293329,BasChemicals,20,Chemical
293331,BasChemicals,20,Chemical
293339,BasChemicals,20,Chemical
293349,BasChemicals,20,Chemical
293359,BasChemicals,20,Chemical
293361,BasChemicals,20,Chemical
293369,BasChemicals,20,Chemical
293399,BasChemicals,20,Chemical
293410,BasChemicals,20,Chemical
293420,BasChemicals,20,Chemical
293499,BasChemicals,20,Chemical
293590,BasChemicals,20,Chemical
293621,TradMedicine,20,Chemical
293622,TradMedicine,20,Chemical
293624,TradMedicine,20,Chemical
293625,TradMedicine,20,Chemical
293626,TradMedicine,20,Chemical
293627,TradMedicine,20,Chemical
293628,TradMedicine,20,Chemical
293629,TradMedicine,20,Chemical
293690,BasChemicals,20,Chemical
293722,BasChemicals,20,Chemical
293723,BasChemicals,20,Chemical
293729,BasChemicals,20,Chemical
293790,BasChemicals,20,Chemical
293890,BasChemicals,20,Chemical
293920,BasChemicals,20,Chemical
293930,BasChemicals,20,Chemical
294000,BasChemicals,20,Chemical
294110,BasChemicals,20,Chemical
294120,BasChemicals,20,Chemical
294130,BasChemicals,20,Chemical
294190,BasChemicals,20,Chemical
294200,BasChemicals,20,Chemical
300190,Pharmaceutcl,20,Chemical
300212,Pharmaceutcl,20,Chemical
300219,Pharmaceutcl,20,Chemical
300220,Pharmaceutcl,20,Chemical
300230,Pharmaceutcl,20,Chemical
300290,Pharmaceutcl,20,Chemical
300310,Pharmaceutcl,20,Chemical
300320,Pharmaceutcl,20,Chemical
300339,Pharmaceutcl,20,Chemical
300390,Pharmaceutcl,20,Chemical
300410,Pharmaceutcl,20,Chemical
300420,Pharmaceutcl,20,Chemical
300432,Pharmaceutcl,20,Chemical
300439,Pharmaceutcl,20,Chemical
300449,Pharmaceutcl,20,Chemical
300450,Pharmaceutcl,20,Chemical
300490,Pharmaceutcl,20,Chemical
300510,Pharmaceutcl,20,Chemical
300590,Pharmaceutcl,20,Chemical
300610,Pharmaceutcl,20,Chemical
300630,Pharmaceutcl,20,Chemical
300640,Pharmaceutcl,20,Chemical
300650,Pharmaceutcl,20,Chemical
300660,Pharmaceutcl,20,Chemical
300670,Pharmaceutcl,20,Chemical
300692,Pharmaceutcl,20,Chemical
310100,Fertilizer,20,Chemical
310210,Fertilizer,20,Chemical
310221,Fertilizer,20,Chemical
310229,Fertilizer,20,Chemical
310230,Fertilizer,20,Chemical
310290,Fertilizer,20,Chemical
310311,Fertilizer,20,Chemical
310390,Fertilizer,20,Chemical
310420,BasChemicals,20,Chemical
310430,Fertilizer,20,Chemical
