hs6,io185_name,io52_idx,io52_name
540782,Textile,14,Textiles
540783,Textile,14,Textiles
540784,Textile,14,Textiles
540791,Textile,14,Textiles
540792,Textile,14,Textiles
540793,Textile,14,Textiles
540794,Textile,14,Textiles
540810,Textile,14,Textiles
540821,Textile,14,Textiles
540822,Textile,14,Textiles
540823,Textile,14,Textiles
540824,Textile,14,Textiles
540831,Textile,14,Textiles
540832,Textile,14,Textiles
540833,Textile,14,Textiles
540834,Textile,14,Textiles
550110,Plastics,20,Chemical
550120,Plastics,20,Chemical
550130,Plastics,20,Chemical
550140,Plastics,20,Chemical
550190,Plastics,20,Chemical
550290,Plastics,20,Chemical
550319,Plastics,20,Chemical
550320,Plastics,20,Chemical
550330,Plastics,20,Chemical
550340,Plastics,20,Chemical
550390,Plastics,20,Chemical
550410,Plastics,20,Chemical
550490,Plastics,20,Chemical
550510,Yarn,14,Textiles
550610,Yarn,14,Textiles
550620,Yarn,14,Textiles
550630,Yarn,14,Textiles
550690,Yarn,14,Textiles
550810,Yarn,14,Textiles
550820,Yarn,14,Textiles
550911,Yarn,14,Textiles
550912,Yarn,14,Textiles
550921,Yarn,14,Textiles
550922,Yarn,14,Textiles
550931,Yarn,14,Textiles
550932,Yarn,14,Textiles
550941,Yarn,14,Textiles
550942,Yarn,14,Textiles
550951,Yarn,14,Textiles
550952,Yarn,14,Textiles
550953,Yarn,14,Textiles
550959,Yarn,14,Textiles
550961,Yarn,14,Textiles
550962,Yarn,14,Textiles
550969,Yarn,14,Textiles
550992,Yarn,14,Textiles
550999,Yarn,14,Textiles
551011,Yarn,14,Textiles
551012,Yarn,14,Textiles
551020,Yarn,14,Textiles
551030,Yarn,14,Textiles
551090,Yarn,14,Textiles
551110,Yarn,14,Textiles
551120,Yarn,14,Textiles
551130,Yarn,14,Textiles
551211,Textile,14,Textiles
551219,Textile,14,Textiles
551221,Textile,14,Textiles
551229,Textile,14,Textiles
551299,Textile,14,Textiles
551311,Textile,14,Textiles
551312,Textile,14,Textiles
551313,Textile,14,Textiles
551319,Textile,14,Textiles
551321,Textile,14,Textiles
551323,Textile,14,Textiles
551329,Textile,14,Textiles
551331,Textile,14,Textiles
551339,Textile,14,Textiles
551341,Textile,14,Textiles
551349,Textile,14,Textiles
551411,Textile,14,Textiles
551412,Textile,14,Textiles
551419,Textile,14,Textiles
551421,Textile,14,Textiles
551422,Textile,14,Textiles
551423,Textile,14,Textiles
551429,Textile,14,Textiles
551443,Textile,14,Textiles
551449,Textile,14,Textiles
551511,Textile,14,Textiles
551512,Textile,14,Textiles
551513,Textile,14,Textiles
551519,Textile,14,Textiles
551521,Textile,14,Textiles
551529,Textile,14,Textiles
551599,Textile,14,Textiles
551611,Textile,14,Textiles
551612,Textile,14,Textiles
551613,Textile,14,Textiles
551614,Textile,14,Textiles
551621,Textile,14,Textiles
551622,Textile,14,Textiles
551623,Textile,14,Textiles
551624,Textile,14,Textiles
551641,Textile,14,Textiles
551642,Textile,14,Textiles
551643,Textile,14,Textiles
551691,Textile,14,Textiles
551692,Textile,14,Textiles
551693,Textile,14,Textiles
551694,Textile,14,Textiles
560121,OthTextilPrd,14,Textiles
560122,OthTextilPrd,14,Textiles
560129,OthTextilPrd,14,Textiles
560130,OthTextilPrd,14,Textiles
560210,OthTextilPrd,14,Textiles
560221,OthTextilPrd,14,Textiles
560229,OthTextilPrd,14,Textiles
560290,OthTextilPrd,14,Textiles
560311,OthTextilPrd,14,Textiles
560312,OthTextilPrd,14,Textiles
560313,OthTextilPrd,14,Textiles
560314,OthTextilPrd,14,Textiles
560391,OthTextilPrd,14,Textiles
560392,OthTextilPrd,14,Textiles
560393,OthTextilPrd,14,Textiles
560394,OthTextilPrd,14,Textiles
560410,OthTextilPrd,14,Textiles
560490,OthTextilPrd,14,Textiles
560500,OthTextilPrd,14,Textiles
560600,OthTextilPrd,14,Textiles
560721,RopesCarpets,14,Textiles
560729,RopesCarpets,14,Textiles
560741,RopesCarpets,14,Textiles
560749,RopesCarpets,14,Textiles
560750,RopesCarpets,14,Textiles
560790,RopesCarpets,14,Textiles
560811,OthTextilPrd,14,Textiles
560819,OthTextilPrd,14,Textiles
560890,OthTextilPrd,14,Textiles
560900,OthTextilPrd,14,Textiles
570110,RopesCarpets,14,Textiles
570190,RopesCarpets,14,Textiles
570210,RopesCarpets,14,Textiles
570220,RopesCarpets,14,Textiles
570231,RopesCarpets,14,Textiles
570232,RopesCarpets,14,Textiles
570239,RopesCarpets,14,Textiles
570241,RopesCarpets,14,Textiles
570242,RopesCarpets,14,Textiles
570249,RopesCarpets,14,Textiles
570250,RopesCarpets,14,Textiles
570292,RopesCarpets,14,Textiles
570299,RopesCarpets,14,Textiles
570310,RopesCarpets,14,Textiles
570320,RopesCarpets,14,Textiles
570330,RopesCarpets,14,Textiles
570390,RopesCarpets,14,Textiles
570410,RopesCarpets,14,Textiles
570490,RopesCarpets,14,Textiles
570500,RopesCarpets,14,Textiles
580110,Textile,14,Textiles
580121,Textile,14,Textiles
580122,Textile,14,Textiles
580127,Textile,14,Textiles
580136,Textile,14,Textiles
580137,Textile,14,Textiles
580190,Textile,14,Textiles
580211,Textile,14,Textiles
580219,Textile,14,Textiles
580220,Textile,14,Textiles
580230,Textile,14,Textiles
580300,Textile,14,Textiles
580410,OthTextilPrd,14,Textiles
580421,OthTextilPrd,14,Textiles
580429,OthTextilPrd,14,Textiles
580430,OthTextilPrd,14,Textiles
580500,OthTextilPrd,14,Textiles
580610,OthTextilPrd,14,Textiles
580620,OthTextilPrd,14,Textiles
580631,OthTextilPrd,14,Textiles
580632,OthTextilPrd,14,Textiles
580639,OthTextilPrd,14,Textiles
580710,OthTextilPrd,14,Textiles
580790,Textile,14,Textiles
580810,OthTextilPrd,14,Textiles
580890,OthTextilPrd,14,Textiles
580900,OthTextilPrd,14,Textiles
581010,OthTextilPrd,14,Textiles
581091,OthTextilPrd,14,Textiles
581092,OthTextilPrd,14,Textiles
581099,OthTextilPrd,14,Textiles
581100,OthTextilPrd,14,Textiles
590110,OthTextilPrd,14,Textiles
590190,OthTextilPrd,14,Textiles
590210,OthTextilPrd,14,Textiles
590220,OthTextilPrd,14,Textiles
590290,OthTextilPrd,14,Textiles
590310,OthTextilPrd,14,Textiles
590320,OthTextilPrd,14,Textiles
590390,OthTextilPrd,14,Textiles
590490,PlasticPrd,21,Rubber
590500,PaperPrd,17,PaperProd
590610,OthRubberPrd,21,Rubber
590691,OthRubberPrd,21,Rubber
590699,OthRubberPrd,21,Rubber
590700,OthTextilPrd,14,Textiles
590800,OthTextilPrd,14,Textiles
590900,OthTextilPrd,14,Textiles
591000,OthTextilPrd,14,Textiles
591110,OthTextilPrd,14,Textiles
591120,OthTextilPrd,14,Textiles
591131,OthTextilPrd,14,Textiles
591132,OthTextilPrd,14,Textiles
591140,OthTextilPrd,14,Textiles
591190,OthTextilPrd,14,Textiles
600110,KnittedPrd,14,Textiles
600121,KnittedPrd,14,Textiles
600122,KnittedPrd,14,Textiles
600129,KnittedPrd,14,Textiles
600191,KnittedPrd,14,Textiles
600192,KnittedPrd,14,Textiles
600199,KnittedPrd,14,Textiles
600240,KnittedPrd,14,Textiles
600290,KnittedPrd,14,Textiles
600320,KnittedPrd,14,Textiles
600330,KnittedPrd,14,Textiles
600390,KnittedPrd,14,Textiles
600410,KnittedPrd,14,Textiles
600490,KnittedPrd,14,Textiles
600521,KnittedPrd,14,Textiles
600522,KnittedPrd,14,Textiles
600523,KnittedPrd,14,Textiles
600524,KnittedPrd,14,Textiles
600535,KnittedPrd,14,Textiles
600536,KnittedPrd,14,Textiles
600537,KnittedPrd,14,Textiles
600538,KnittedPrd,14,Textiles
600539,KnittedPrd,14,Textiles
600542,KnittedPrd,14,Textiles
600544,KnittedPrd,14,Textiles
600590,KnittedPrd,14,Textiles
600610,KnittedPrd,14,Textiles
600621,KnittedPrd,14,Textiles
600622,KnittedPrd,14,Textiles
600623,KnittedPrd,14,Textiles
600624,KnittedPrd,14,Textiles
600631,KnittedPrd,14,Textiles
600632,KnittedPrd,14,Textiles
600633,KnittedPrd,14,Textiles
600634,KnittedPrd,14,Textiles
600642,KnittedPrd,14,Textiles
600643,KnittedPrd,14,Textiles
600644,KnittedPrd,14,Textiles
600690,KnittedPrd,14,Textiles
610120,Apparel,14,Textiles
610130,Apparel,14,Textiles
610190,Apparel,14,Textiles
610210,Apparel,14,Textiles
610220,Apparel,14,Textiles
610230,Apparel,14,Textiles
610290,Apparel,14,Textiles
610310,Apparel,14,Textiles
610322,Apparel,14,Textiles
610323,Apparel,14,Textiles
610329,Apparel,14,Textiles
610331,Apparel,14,Textiles
610332,Apparel,14,Textiles
610333,Apparel,14,Textiles
610339,Apparel,14,Textiles
610341,Apparel,14,Textiles
610342,Apparel,14,Textiles
610343,Apparel,14,Textiles
610349,Apparel,14,Textiles
610413,Apparel,14,Textiles
610419,Apparel,14,Textiles
610422,Apparel,14,Textiles
610423,Apparel,14,Textiles
610429,Apparel,14,Textiles
610431,Apparel,14,Textiles
610432,Apparel,14,Textiles
610433,Apparel,14,Textiles
610439,Apparel,14,Textiles
610441,Apparel,14,Textiles
610442,Apparel,14,Textiles
610443,Apparel,14,Textiles
610444,Apparel,14,Textiles
610449,Apparel,14,Textiles
610451,Apparel,14,Textiles
610452,Apparel,14,Textiles
610453,Apparel,14,Textiles
610459,Apparel,14,Textiles
610461,Apparel,14,Textiles
610462,Apparel,14,Textiles
610463,Apparel,14,Textiles
610469,Apparel,14,Textiles
610510,Apparel,14,Textiles
610520,Apparel,14,Textiles
610590,Apparel,14,Textiles
610610,Apparel,14,Textiles
610620,Apparel,14,Textiles
610690,Apparel,14,Textiles
610711,Apparel,14,Textiles
610712,Apparel,14,Textiles
610719,Apparel,14,Textiles
610721,Apparel,14,Textiles
610722,Apparel,14,Textiles
610729,Apparel,14,Textiles
610791,Apparel,14,Textiles
610799,Apparel,14,Textiles
610811,Apparel,14,Textiles
610819,Apparel,14,Textiles
610821,Apparel,14,Textiles
610822,Apparel,14,Textiles
610829,Apparel,14,Textiles
610831,Apparel,14,Textiles
610832,Apparel,14,Textiles
610839,Apparel,14,Textiles
610891,Apparel,14,Textiles
610892,Apparel,14,Textiles
610899,Apparel,14,Textiles
610910,Apparel,14,Textiles
610990,Apparel,14,Textiles
611011,Apparel,14,Textiles
611012,Apparel,14,Textiles
611019,Apparel,14,Textiles
611020,Apparel,14,Textiles
611030,Apparel,14,Textiles
611090,Apparel,14,Textiles
611120,Apparel,14,Textiles
611130,Apparel,14,Textiles
611190,Apparel,14,Textiles
611211,Apparel,14,Textiles
611212,Apparel,14,Textiles
611219,Apparel,14,Textiles
611220,Apparel,14,Textiles
611231,Apparel,14,Textiles
611239,Apparel,14,Textiles
611241,Apparel,14,Textiles
611249,Apparel,14,Textiles
611300,Apparel,14,Textiles
611420,Apparel,14,Textiles
611430,Apparel,14,Textiles
611490,Apparel,14,Textiles
611510,Apparel,14,Textiles
611521,Apparel,14,Textiles
611522,Apparel,14,Textiles
611529,Apparel,14,Textiles
611530,Apparel,14,Textiles
611594,Apparel,14,Textiles
611595,Apparel,14,Textiles
611596,Apparel,14,Textiles
611599,Apparel,14,Textiles
611610,Apparel,14,Textiles
611692,Apparel,14,Textiles
611693,Apparel,14,Textiles
611699,Apparel,14,Textiles
611710,Apparel,14,Textiles
611780,Apparel,14,Textiles
611790,Apparel,14,Textiles
620111,Apparel,14,Textiles
620112,Apparel,14,Textiles
620113,Apparel,14,Textiles
620119,Apparel,14,Textiles
620191,Apparel,14,Textiles
620192,Apparel,14,Textiles
620193,Apparel,14,Textiles
620199,Apparel,14,Textiles
620211,Apparel,14,Textiles
620212,Apparel,14,Textiles
620213,Apparel,14,Textiles
620219,Apparel,14,Textiles
620292,Apparel,14,Textiles
620293,Apparel,14,Textiles
620299,Apparel,14,Textiles
620311,Apparel,14,Textiles
620312,Apparel,14,Textiles
620319,Apparel,14,Textiles
620322,Apparel,14,Textiles
620323,Apparel,14,Textiles
620329,Apparel,14,Textiles
620331,Apparel,14,Textiles
620332,Apparel,14,Textiles
620333,Apparel,14,Textiles
620339,Apparel,14,Textiles
620341,Apparel,14,Textiles
620342,Apparel,14,Textiles
620343,Apparel,14,Textiles
620349,Apparel,14,Textiles
620411,Apparel,14,Textiles
620412,Apparel,14,Textiles
620413,Apparel,14,Textiles
620419,Apparel,14,Textiles
620421,Apparel,14,Textiles
620422,Apparel,14,Textiles
620423,Apparel,14,Textiles
620429,Apparel,14,Textiles
620431,Apparel,14,Textiles
620432,Apparel,14,Textiles
620433,Apparel,14,Textiles
620439,Apparel,14,Textiles
620441,Apparel,14,Textiles
620442,Apparel,14,Textiles
620443,Apparel,14,Textiles
620444,Apparel,14,Textiles
620449,Apparel,14,Textiles
620451,Apparel,14,Textiles
620452,Apparel,14,Textiles
620453,Apparel,14,Textiles
620459,Apparel,14,Textiles
620461,Apparel,14,Textiles
620462,Apparel,14,Textiles
620463,Apparel,14,Textiles
620469,Apparel,14,Textiles
620520,Apparel,14,Textiles
620530,Apparel,14,Textiles
620590,Apparel,14,Textiles
620610,Apparel,14,Textiles
620620,Apparel,14,Textiles
620630,Apparel,14,Textiles
620640,Apparel,14,Textiles
620690,Apparel,14,Textiles
620711,Apparel,14,Textiles
620719,Apparel,14,Textiles
620721,Apparel,14,Textiles
620722,Apparel,14,Textiles
620729,Apparel,14,Textiles
620791,Apparel,14,Textiles
620799,Apparel,14,Textiles
620811,Apparel,14,Textiles
620819,Apparel,14,Textiles
620821,Apparel,14,Textiles
620822,Apparel,14,Textiles
620829,Apparel,14,Textiles
620891,Apparel,14,Textiles
620892,Apparel,14,Textiles
620899,Apparel,14,Textiles
620920,Apparel,14,Textiles
620930,Apparel,14,Textiles
620990,Apparel,14,Textiles
621010,Apparel,14,Textiles
621020,Apparel,14,Textiles
621030,Apparel,14,Textiles
621040,Apparel,14,Textiles
621050,Apparel,14,Textiles
621111,Apparel,14,Textiles
621112,Apparel,14,Textiles
621120,Apparel,14,Textiles
621132,Apparel,14,Textiles
621133,Apparel,14,Textiles
621139,Apparel,14,Textiles
621142,Apparel,14,Textiles
621143,Apparel,14,Textiles
621149,Apparel,14,Textiles
621210,Apparel,14,Textiles
621220,Apparel,14,Textiles
621230,Apparel,14,Textiles
621290,Apparel,14,Textiles
621320,Apparel,14,Textiles
621390,Apparel,14,Textiles
621410,Apparel,14,Textiles
621420,Apparel,14,Textiles
621430,Apparel,14,Textiles
621440,Apparel,14,Textiles
621490,Apparel,14,Textiles
621510,Apparel,14,Textiles
621520,Apparel,14,Textiles
621590,Apparel,14,Textiles
621600,Apparel,14,Textiles
621710,Apparel,14,Textiles
621790,Apparel,14,Textiles
630110,DomElectEqp,23,MetalProd
630120,OthTextilPrd,14,Textiles
630130,OthTextilPrd,14,Textiles
630140,OthTextilPrd,14,Textiles
630190,OthTextilPrd,14,Textiles
630210,OthTextilPrd,14,Textiles
630221,OthTextilPrd,14,Textiles
630222,OthTextilPrd,14,Textiles
630229,OthTextilPrd,14,Textiles
630231,OthTextilPrd,14,Textiles
630232,OthTextilPrd,14,Textiles
630239,OthTextilPrd,14,Textiles
630240,OthTextilPrd,14,Textiles
630251,OthTextilPrd,14,Textiles
630253,OthTextilPrd,14,Textiles
630259,OthTextilPrd,14,Textiles
630260,OthTextilPrd,14,Textiles
630291,OthTextilPrd,14,Textiles
630293,OthTextilPrd,14,Textiles
630299,OthTextilPrd,14,Textiles
630312,OthTextilPrd,14,Textiles
630319,OthTextilPrd,14,Textiles
630391,OthTextilPrd,14,Textiles
630392,OthTextilPrd,14,Textiles
630399,OthTextilPrd,14,Textiles
630411,OthTextilPrd,14,Textiles
630419,OthTextilPrd,14,Textiles
630491,OthTextilPrd,14,Textiles
630492,OthTextilPrd,14,Textiles
630493,OthTextilPrd,14,Textiles
630499,OthTextilPrd,14,Textiles
630510,OthTextilPrd,14,Textiles
630520,OthTextilPrd,14,Textiles
630532,OthTextilPrd,14,Textiles
630533,OthTextilPrd,14,Textiles
630539,OthTextilPrd,14,Textiles
630590,OthTextilPrd,14,Textiles
630612,OthTextilPrd,14,Textiles
630619,OthTextilPrd,14,Textiles
630622,OthTextilPrd,14,Textiles
630629,OthTextilPrd,14,Textiles
630630,OthTextilPrd,14,Textiles
630640,OthTextilPrd,14,Textiles
630690,OthTextilPrd,14,Textiles
630710,OthTextilPrd,14,Textiles
630720,OthTextilPrd,14,Textiles
630790,OthTextilPrd,14,Textiles
630800,OthTextilPrd,14,Textiles
630900,WasteManage,30,WasteMan
631010,Apparel,14,Textiles
631090,Apparel,14,Textiles
640110,Footwear,15,Leather
640192,Footwear,15,Leather
640199,Footwear,15,Leather
640212,SportsEquip,27,OtherMan
640219,Footwear,15,Leather
640220,Footwear,15,Leather
640291,Footwear,15,Leather
640299,Footwear,15,Leather
640312,SportsEquip,27,OtherMan
640319,Footwear,15,Leather
640320,Footwear,15,Leather
640340,Footwear,15,Leather
640351,Footwear,15,Leather
640359,Footwear,15,Leather
640391,Footwear,15,Leather
640399,Footwear,15,Leather
640411,Footwear,15,Leather
640419,Footwear,15,Leather
640420,Footwear,15,Leather
640510,Footwear,15,Leather
640520,Footwear,15,Leather
640590,Footwear,15,Leather
640610,Footwear,15,Leather
640620,Footwear,15,Leather
640690,Footwear,15,Leather
650100,Apparel,14,Textiles
650200,Apparel,14,Textiles
650400,Apparel,14,Textiles
650500,Apparel,14,Textiles
650610,OthIndustPrd,27,OtherMan
650691,OthRubberPrd,21,Rubber
650699,Apparel,14,Textiles
650700,Apparel,14,Textiles
660110,OthIndustPrd,27,OtherMan
660199,OthIndustPrd,27,OtherMan
660200,OthIndustPrd,27,OtherMan
660320,OthMetalPrd,23,MetalProd
670100,OthIndustPrd,27,OtherMan
670210,OthIndustPrd,27,OtherMan
670290,OthIndustPrd,27,OtherMan
670300,OthIndustPrd,27,OtherMan
670411,OthIndustPrd,27,OtherMan
670419,OthIndustPrd,27,OtherMan
670420,OthIndustPrd,27,OtherMan
670490,OthIndustPrd,27,OtherMan
680100,OthNMmetlPrd,18,NonMetalProd
680210,OthNMmetlPrd,18,NonMetalProd
680221,OthNMmetlPrd,18,NonMetalProd
680223,OthNMmetlPrd,18,NonMetalProd
680229,OthNMmetlPrd,18,NonMetalProd
680291,OthNMmetlPrd,18,NonMetalProd
680292,OthNMmetlPrd,18,NonMetalProd
680293,OthNMmetlPrd,18,NonMetalProd
680299,OthNMmetlPrd,18,NonMetalProd
680410,OthNMmetlPrd,18,NonMetalProd
680421,OthNMmetlPrd,18,NonMetalProd
680422,OthNMmetlPrd,18,NonMetalProd
680423,OthNMmetlPrd,18,NonMetalProd
680430,OthNMmetlPrd,18,NonMetalProd
680510,OthNMmetlPrd,18,NonMetalProd
680520,OthNMmetlPrd,18,NonMetalProd
680530,OthNMmetlPrd,18,NonMetalProd
680610,OthNMmetlPrd,18,NonMetalProd
680620,OthNMmetlPrd,18,NonMetalProd
680690,OthNMmetlPrd,18,NonMetalProd
680790,OthNMmetlPrd,18,NonMetalProd
680800,OthNMmetlPrd,18,NonMetalProd
680911,OthNMmetlPrd,18,NonMetalProd
680919,OthNMmetlPrd,18,NonMetalProd
680990,OthNMmetlPrd,18,NonMetalProd
681011,OthNMmetlPrd,18,NonMetalProd
681019,OthNMmetlPrd,18,NonMetalProd
681091,OthNMmetlPrd,18,NonMetalProd
681099,OthNMmetlPrd,18,NonMetalProd
681140,OthNMmetlPrd,18,NonMetalProd
681181,OthNMmetlPrd,18,NonMetalProd
681182,OthNMmetlPrd,18,NonMetalProd
681189,OthNMmetlPrd,18,NonMetalProd
681280,OthNMmetlPrd,18,NonMetalProd
681291,OthNMmetlPrd,18,NonMetalProd
681293,OthNMmetlPrd,18,NonMetalProd
681299,OthNMmetlPrd,18,NonMetalProd
681320,OthNMmetlPrd,18,NonMetalProd
681381,OthNMmetlPrd,18,NonMetalProd
681389,OthNMmetlPrd,18,NonMetalProd
681410,OthNMmetlPrd,18,NonMetalProd
681490,OthNMmetlPrd,18,NonMetalProd
681510,OthNMmetlPrd,18,NonMetalProd
681520,OthNMmetlPrd,18,NonMetalProd
681591,ClayCermcPrd,18,NonMetalProd
681599,OthNMmetlPrd,18,NonMetalProd
690100,ClayCermcPrd,18,NonMetalProd
690220,ClayCermcPrd,18,NonMetalProd
690290,ClayCermcPrd,18,NonMetalProd
690310,ClayCermcPrd,18,NonMetalProd
690320,ClayCermcPrd,18,NonMetalProd
690390,ClayCermcPrd,18,NonMetalProd
690410,ClayCermcPrd,18,NonMetalProd
690490,ClayCermcPrd,18,NonMetalProd
690510,ClayCermcPrd,18,NonMetalProd
690590,ClayCermcPrd,18,NonMetalProd
690600,ClayCermcPrd,18,NonMetalProd
690721,ClayCermcPrd,18,NonMetalProd
690722,ClayCermcPrd,18,NonMetalProd
690740,ClayCermcPrd,18,NonMetalProd
690911,ClayCermcPrd,18,NonMetalProd
690912,ClayCermcPrd,18,NonMetalProd
690919,ClayCermcPrd,18,NonMetalProd
690990,ClayCermcPrd,18,NonMetalProd
691010,ClayCermcPrd,18,NonMetalProd
691090,ClayCermcPrd,18,NonMetalProd
691110,ClayCermcPrd,18,NonMetalProd
691190,ClayCermcPrd,18,NonMetalProd
691200,ClayCermcPrd,18,NonMetalProd
691310,ClayCermcPrd,18,NonMetalProd
691390,ClayCermcPrd,18,NonMetalProd
691410,ClayCermcPrd,18,NonMetalProd
691490,ClayCermcPrd,18,NonMetalProd
700100,Glass,18,NonMetalProd
700210,Glass,18,NonMetalProd
700231,Glass,18,NonMetalProd
700232,Glass,18,NonMetalProd
700239,Glass,18,NonMetalProd
700312,Glass,18,NonMetalProd
700319,Glass,18,NonMetalProd
700320,Glass,18,NonMetalProd
700420,Glass,18,NonMetalProd
700490,Glass,18,NonMetalProd
700510,Glass,18,NonMetalProd
700521,Glass,18,NonMetalProd
700529,Glass,18,NonMetalProd
700530,Glass,18,NonMetalProd
700600,Glass,18,NonMetalProd
700711,Glass,18,NonMetalProd
700719,Glass,18,NonMetalProd
700721,Glass,18,NonMetalProd
700729,Glass,18,NonMetalProd
700800,Glass,18,NonMetalProd
700910,Glass,18,NonMetalProd
700991,Glass,18,NonMetalProd
700992,Glass,18,NonMetalProd
701010,Glass,18,NonMetalProd
701020,Glass,18,NonMetalProd
701090,Glass,18,NonMetalProd
701110,ElectroncPrd,23,MetalProd
701120,ElectroncPrd,23,MetalProd
701190,ElectroncPrd,23,MetalProd
701310,Glass,18,NonMetalProd
701322,Glass,18,NonMetalProd
701328,Glass,18,NonMetalProd
701333,Glass,18,NonMetalProd
701337,Glass,18,NonMetalProd
701341,Glass,18,NonMetalProd
701342,Glass,18,NonMetalProd
701349,Glass,18,NonMetalProd
701399,Glass,18,NonMetalProd
701400,Glass,18,NonMetalProd
701510,ClayCermcPrd,18,NonMetalProd
701590,ClayCermcPrd,18,NonMetalProd
701610,Glass,18,NonMetalProd
701690,Glass,18,NonMetalProd
701710,Glass,18,NonMetalProd
701720,Glass,18,NonMetalProd
701790,Glass,18,NonMetalProd
701810,Glass,18,NonMetalProd
701820,Glass,18,NonMetalProd
701890,Glass,18,NonMetalProd
701912,Glass,18,NonMetalProd
701919,Glass,18,NonMetalProd
701931,Glass,18,NonMetalProd
701932,Glass,18,NonMetalProd
701939,Glass,18,NonMetalProd
701940,Textile,14,Textiles
701951,Textile,14,Textiles
701952,Textile,14,Textiles
701959,Textile,14,Textiles
701990,Glass,18,NonMetalProd
702000,Glass,18,NonMetalProd
710121,OthAquatic,7,Fishery
710122,Jewelry,27,OtherMan
710399,Jewelry,27,OtherMan
710510,Jewelry,27,OtherMan
710610,NonFerrMetal,22,BasicMetal
710691,NonFerrMetal,22,BasicMetal
710692,NonFerrMetal,22,BasicMetal
710700,NonFerrMetal,22,BasicMetal
710811,NonFerrMetal,22,BasicMetal
710812,NonFerrMetal,22,BasicMetal
711021,NonFerrMetal,22,BasicMetal
711039,NonFerrMetal,22,BasicMetal
711100,NonFerrMetal,22,BasicMetal
711291,Jewelry,27,OtherMan
711292,NonFerrMetal,22,BasicMetal
711299,NonFerrMetal,22,BasicMetal
711311,Jewelry,27,OtherMan
711319,Jewelry,27,OtherMan
711320,Jewelry,27,OtherMan
711411,Jewelry,27,OtherMan
711419,Jewelry,27,OtherMan
711420,Jewelry,27,OtherMan
711510,NonFerrMetal,22,BasicMetal
711590,Jewelry,27,OtherMan
711610,Jewelry,27,OtherMan
711620,Jewelry,27,OtherMan
711711,Jewelry,27,OtherMan
711719,Jewelry,27,OtherMan
711790,Jewelry,27,OtherMan
711810,Jewelry,27,OtherMan
711890,OthIndustPrd,27,OtherMan
720110,BasIronSteel,22,BasicMetal
720150,BasIronSteel,22,BasicMetal
720219,BasIronSteel,22,BasicMetal
720221,BasIronSteel,22,BasicMetal
720230,BasIronSteel,22,BasicMetal
720241,BasIronSteel,22,BasicMetal
720260,BasIronSteel,22,BasicMetal
720299,BasIronSteel,22,BasicMetal
720390,BasIronSteel,22,BasicMetal
720410,BasIronSteel,22,BasicMetal
720421,BasIronSteel,22,BasicMetal
720449,BasIronSteel,22,BasicMetal
720510,BasIronSteel,22,BasicMetal
720529,BasIronSteel,22,BasicMetal
720610,BasIronSteel,22,BasicMetal
720690,BasIronSteel,22,BasicMetal
720711,BasIronSteel,22,BasicMetal
720712,BasIronSteel,22,BasicMetal
720719,BasIronSteel,22,BasicMetal
720720,BasIronSteel,22,BasicMetal
720810,BasIronSteel,22,BasicMetal
720825,BasIronSteel,22,BasicMetal
720826,BasIronSteel,22,BasicMetal
720827,BasIronSteel,22,BasicMetal
720836,BasIronSteel,22,BasicMetal
720837,BasIronSteel,22,BasicMetal
720838,BasIronSteel,22,BasicMetal
720839,BasIronSteel,22,BasicMetal
720840,BasIronSteel,22,BasicMetal
720851,BasIronSteel,22,BasicMetal
720852,BasIronSteel,22,BasicMetal
720853,BasIronSteel,22,BasicMetal
720854,BasIronSteel,22,BasicMetal
720890,BasIronSteel,22,BasicMetal
720915,BasIronSteel,22,BasicMetal
720916,BasIronSteel,22,BasicMetal
720917,BasIronSteel,22,BasicMetal
720918,BasIronSteel,22,BasicMetal
720926,BasIronSteel,22,BasicMetal
720927,BasIronSteel,22,BasicMetal
720990,BasIronSteel,22,BasicMetal
721011,BasIronSteel,22,BasicMetal
721012,BasIronSteel,22,BasicMetal
721020,BasIronSteel,22,BasicMetal
721030,BasIronSteel,22,BasicMetal
721041,BasIronSteel,22,BasicMetal
721049,BasIronSteel,22,BasicMetal
721050,BasIronSteel,22,BasicMetal
721061,BasIronSteel,22,BasicMetal
721070,BasIronSteel,22,BasicMetal
721090,BasIronSteel,22,BasicMetal
721113,BasIronSteel,22,BasicMetal
721114,BasIronSteel,22,BasicMetal
721119,BasIronSteel,22,BasicMetal
721123,BasIronSteel,22,BasicMetal
721129,BasIronSteel,22,BasicMetal
721210,BasIronSteel,22,BasicMetal
721220,BasIronSteel,22,BasicMetal
721230,BasIronSteel,22,BasicMetal
721250,BasIronSteel,22,BasicMetal
721260,BasIronSteel,22,BasicMetal
721310,BasIronSteel,22,BasicMetal
721320,BasIronSteel,22,BasicMetal
721391,BasIronSteel,22,BasicMetal
721399,BasIronSteel,22,BasicMetal
721410,BasIronSteel,22,BasicMetal
721420,BasIronSteel,22,BasicMetal
721491,BasIronSteel,22,BasicMetal
721499,BasIronSteel,22,BasicMetal
721510,BasIronSteel,22,BasicMetal
721550,BasIronSteel,22,BasicMetal
721590,BasIronSteel,22,BasicMetal
721610,BasIronSteel,22,BasicMetal
721621,BasIronSteel,22,BasicMetal
721622,BasIronSteel,22,BasicMetal
721631,BasIronSteel,22,BasicMetal
721632,BasIronSteel,22,BasicMetal
721633,BasIronSteel,22,BasicMetal
